dataset_id,domain,value_digits,L1,L3,r_parts
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6881378391293695,0.059425775236364255,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.49543561213823534,0.11062881339265725,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.6523684508047033,0.09865473035333745,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.9396059130487908,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5400231087347052,0.15092003630459525,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6917415321691658,0.13954269916064285,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7103803091331369,0.13402337313731322,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.7388307465374636,0.0626316428646083,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5230051895705978,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.6800378218933598,0.14484074444573256,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5949442566933426,0.0915671594222245,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.49776223394969377,0.14300257390305227,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5112529967048292,0.1659757753012291,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.9413952328145524,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5638583852614655,0.1476721492227346,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,0.5947977300560049,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5353806158454958,0.134946848424742,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.8561330379905084,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6728973021413314,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,0.8723560706950453,0.0,2
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.38004307823964995,0.20737604844093963,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.4935835177142434,0.24559696067179573,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,4,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.6713677521404869,0.05822831709548404,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,1.0,0.0,1
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,5,0.5904345820714189,0.1551537835589548,4
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.5936597699210306,0.18748175780939486,3
archive__louisville-metro-ky-expenditures-data-fo__objectid__099a2620,accounting,6,0.7982347259532601,0.0,2
